survey_year,muni_code,muni_name_en,muni_name_ja,population
2005,11462,(former) Saitama-ken Washimiya-machi,（旧）埼玉県 鷲宮町,34062
1980,11463,(former) Saitama-ken Satte-machi,（旧）埼玉県 幸手町,49704
1985,11463,(former) Saitama-ken Satte-machi,（旧）埼玉県 幸手町,51462
1980,11464,Saitama-ken Sugito-machi,埼玉県 杉戸町,34546
1985,11464,Saitama-ken Sugito-machi,埼玉県 杉戸町,37005
1990,11464,Saitama-ken Sugito-machi,埼玉県 杉戸町,40419
1995,11464,Saitama-ken Sugito-machi,埼玉県 杉戸町,45056
2000,11464,Saitama-ken Sugito-machi,埼玉県 杉戸町,47336
2005,11464,Saitama-ken Sugito-machi,埼玉県 杉戸町,46646
2010,11464,Saitama-ken Sugito-machi,埼玉県 杉戸町,46923
2015,11464,Saitama-ken Sugito-machi,埼玉県 杉戸町,45495
2020,11464,Saitama-ken Sugito-machi,埼玉県 杉戸町,43845
1980,11465,Saitama-ken Matsubushi-machi,埼玉県 松伏町,18462
1985,11465,Saitama-ken Matsubushi-machi,埼玉県 松伏町,20340
1990,11465,Saitama-ken Matsubushi-machi,埼玉県 松伏町,24194
1995,11465,Saitama-ken Matsubushi-machi,埼玉県 松伏町,27775
2000,11465,Saitama-ken Matsubushi-machi,埼玉県 松伏町,29021
2005,11465,Saitama-ken Matsubushi-machi,埼玉県 松伏町,30857
2010,11465,Saitama-ken Matsubushi-machi,埼玉県 松伏町,31153
2015,11465,Saitama-ken Matsubushi-machi,埼玉県 松伏町,30061
2020,11465,Saitama-ken Matsubushi-machi,埼玉県 松伏町,28266
1980,11466,(former) Saitama-ken Yoshikawa-machi,（旧）埼玉県 吉川町,38894
1985,11466,(former) Saitama-ken Yoshikawa-machi,（旧）埼玉県 吉川町,43616
1990,11466,(former) Saitama-ken Yoshikawa-machi,（旧）埼玉県 吉川町,48935
1995,11466,(former) Saitama-ken Yoshikawa-machi,（旧）埼玉県 吉川町,52705
1980,11468,(former) Saitama-ken Showa-machi,（旧）埼玉県 庄和町,32358
1985,11468,(former) Saitama-ken Showa-machi,（旧）埼玉県 庄和町,35131
1990,11468,(former) Saitama-ken Showa-machi,（旧）埼玉県 庄和町,37626
1995,11468,(former) Saitama-ken Showa-machi,（旧）埼玉県 庄和町,38477
2000,11468,(former) Saitama-ken Showa-machi,（旧）埼玉県 庄和町,37549
1995,12100,Chiba-ken Chiba-shi,千葉県 千葉市,856878
2000,12100,Chiba-ken Chiba-shi,千葉県 千葉市,887164
2005,12100,Chiba-ken Chiba-shi,千葉県 千葉市,924319
2010,12100,Chiba-ken Chiba-shi,千葉県 千葉市,961749
2015,12100,Chiba-ken Chiba-shi,千葉県 千葉市,971882
2020,12100,Chiba-ken Chiba-shi,千葉県 千葉市,974951
1995,12101,Chiba-ken Chiba-shi Chuo-ku,千葉県 千葉市 中央区,167663
2000,12101,Chiba-ken Chiba-shi Chuo-ku,千葉県 千葉市 中央区,170911
2005,12101,Chiba-ken Chiba-shi Chuo-ku,千葉県 千葉市 中央区,184637
2010,12101,Chiba-ken Chiba-shi Chuo-ku,千葉県 千葉市 中央区,199364
2015,12101,Chiba-ken Chiba-shi Chuo-ku,千葉県 千葉市 中央区,205070
2020,12101,Chiba-ken Chiba-shi Chuo-ku,千葉県 千葉市 中央区,211736
1995,12102,Chiba-ken Chiba-shi Hanamigawa-ku,千葉県 千葉市 花見川区,177783
2000,12102,Chiba-ken Chiba-shi Hanamigawa-ku,千葉県 千葉市 花見川区,179892
2005,12102,Chiba-ken Chiba-shi Hanamigawa-ku,千葉県 千葉市 花見川区,181708
2010,12102,Chiba-ken Chiba-shi Hanamigawa-ku,千葉県 千葉市 花見川区,180949
2015,12102,Chiba-ken Chiba-shi Hanamigawa-ku,千葉県 千葉市 花見川区,179200
2020,12102,Chiba-ken Chiba-shi Hanamigawa-ku,千葉県 千葉市 花見川区,177328
1995,12103,Chiba-ken Chiba-shi Inage-ku,千葉県 千葉市 稲毛区,150657
2000,12103,Chiba-ken Chiba-shi Inage-ku,千葉県 千葉市 稲毛区,147672
2005,12103,Chiba-ken Chiba-shi Inage-ku,千葉県 千葉市 稲毛区,149685
2010,12103,Chiba-ken Chiba-shi Inage-ku,千葉県 千葉市 稲毛区,157768
2015,12103,Chiba-ken Chiba-shi Inage-ku,千葉県 千葉市 稲毛区,160968
2020,12103,Chiba-ken Chiba-shi Inage-ku,千葉県 千葉市 稲毛区,160582
1995,12104,Chiba-ken Chiba-shi Wakaba-ku,千葉県 千葉市 若葉区,149263
2000,12104,Chiba-ken Chiba-shi Wakaba-ku,千葉県 千葉市 若葉区,151351
2005,12104,Chiba-ken Chiba-shi Wakaba-ku,千葉県 千葉市 若葉区,149898
2010,12104,Chiba-ken Chiba-shi Wakaba-ku,千葉県 千葉市 若葉区,151585
2015,12104,Chiba-ken Chiba-shi Wakaba-ku,千葉県 千葉市 若葉区,151078
2020,12104,Chiba-ken Chiba-shi Wakaba-ku,千葉県 千葉市 若葉区,146940
1995,12105,Chiba-ken Chiba-shi Midori-ku,千葉県 千葉市 緑区,82780
2000,12105,Chiba-ken Chiba-shi Midori-ku,千葉県 千葉市 緑区,101829
2005,12105,Chiba-ken Chiba-shi Midori-ku,千葉県 千葉市 緑区,112850
2010,12105,Chiba-ken Chiba-shi Midori-ku,千葉県 千葉市 緑区,121921
2015,12105,Chiba-ken Chiba-shi Midori-ku,千葉県 千葉市 緑区,126848
2020,12105,Chiba-ken Chiba-shi Midori-ku,千葉県 千葉市 緑区,129421
1995,12106,Chiba-ken Chiba-shi Mihama-ku,千葉県 千葉市 美浜区,128732
2000,12106,Chiba-ken Chiba-shi Mihama-ku,千葉県 千葉市 美浜区,135509
2005,12106,Chiba-ken Chiba-shi Mihama-ku,千葉県 千葉市 美浜区,145541
2010,12106,Chiba-ken Chiba-shi Mihama-ku,千葉県 千葉市 美浜区,150162
2015,12106,Chiba-ken Chiba-shi Mihama-ku,千葉県 千葉市 美浜区,148718
2020,12106,Chiba-ken Chiba-shi Mihama-ku,千葉県 千葉市 美浜区,148944
1980,12201,(former) Chiba-ken Chiba-shi,（旧）千葉県 千葉市,746430
1985,12201,(former) Chiba-ken Chiba-shi,（旧）千葉県 千葉市,788930
1990,12201,(former) Chiba-ken Chiba-shi,（旧）千葉県 千葉市,829455
1980,12202,Chiba-ken Choshi-shi,千葉県 銚子市,89416
1985,12202,Chiba-ken Choshi-shi,千葉県 銚子市,87883
1990,12202,Chiba-ken Choshi-shi,千葉県 銚子市,85138
1995,12202,Chiba-ken Choshi-shi,千葉県 銚子市,82180
2000,12202,Chiba-ken Choshi-shi,千葉県 銚子市,78697
2005,12202,Chiba-ken Choshi-shi,千葉県 銚子市,75020
2010,12202,Chiba-ken Choshi-shi,千葉県 銚子市,70210
2015,12202,Chiba-ken Choshi-shi,千葉県 銚子市,64415
2020,12202,Chiba-ken Choshi-shi,千葉県 銚子市,58431
1980,12203,Chiba-ken Ichikawa-shi,千葉県 市川市,364244
1985,12203,Chiba-ken Ichikawa-shi,千葉県 市川市,397822
1990,12203,Chiba-ken Ichikawa-shi,千葉県 市川市,436596
1995,12203,Chiba-ken Ichikawa-shi,千葉県 市川市,440555
2000,12203,Chiba-ken Ichikawa-shi,千葉県 市川市,448642
2005,12203,Chiba-ken Ichikawa-shi,千葉県 市川市,466608
2010,12203,Chiba-ken Ichikawa-shi,千葉県 市川市,473919
2015,12203,Chiba-ken Ichikawa-shi,千葉県 市川市,481732
2020,12203,Chiba-ken Ichikawa-shi,千葉県 市川市,496676
1980,12204,Chiba-ken Funabashi-shi,千葉県 船橋市,479439
1985,12204,Chiba-ken Funabashi-shi,千葉県 船橋市,506966
1990,12204,Chiba-ken Funabashi-shi,千葉県 船橋市,533270
1995,12204,Chiba-ken Funabashi-shi,千葉県 船橋市,540817
2000,12204,Chiba-ken Funabashi-shi,千葉県 船橋市,550074
2005,12204,Chiba-ken Funabashi-shi,千葉県 船橋市,569835
2010,12204,Chiba-ken Funabashi-shi,千葉県 船橋市,609040
2015,12204,Chiba-ken Funabashi-shi,千葉県 船橋市,622890
2020,12204,Chiba-ken Funabashi-shi,千葉県 船橋市,642907
1980,12205,Chiba-ken Tateyama-shi,千葉県 館山市,56257
1985,12205,Chiba-ken Tateyama-shi,千葉県 館山市,56035
1990,12205,Chiba-ken Tateyama-shi,千葉県 館山市,54575
1995,12205,Chiba-ken Tateyama-shi,千葉県 館山市,52880
2000,12205,Chiba-ken Tateyama-shi,千葉県 館山市,51412
2005,12205,Chiba-ken Tateyama-shi,千葉県 館山市,50527
2010,12205,Chiba-ken Tateyama-shi,千葉県 館山市,49290
2015,12205,Chiba-ken Tateyama-shi,千葉県 館山市,47464
2020,12205,Chiba-ken Tateyama-shi,千葉県 館山市,45153
1980,12206,Chiba-ken Kisarazu-shi,千葉県 木更津市,110711
1985,12206,Chiba-ken Kisarazu-shi,千葉県 木更津市,120201
1990,12206,Chiba-ken Kisarazu-shi,千葉県 木更津市,123433
1995,12206,Chiba-ken Kisarazu-shi,千葉県 木更津市,123499
2000,12206,Chiba-ken Kisarazu-shi,千葉県 木更津市,122768
2005,12206,Chiba-ken Kisarazu-shi,千葉県 木更津市,122234
2010,12206,Chiba-ken Kisarazu-shi,千葉県 木更津市,129312
2015,12206,Chiba-ken Kisarazu-shi,千葉県 木更津市,134141
2020,12206,Chiba-ken Kisarazu-shi,千葉県 木更津市,136166
1980,12207,Chiba-ken Matsudo-shi,千葉県 松戸市,400863
1985,12207,Chiba-ken Matsudo-shi,千葉県 松戸市,427473
1990,12207,Chiba-ken Matsudo-shi,千葉県 松戸市,456210
1995,12207,Chiba-ken Matsudo-shi,千葉県 松戸市,461503
2000,12207,Chiba-ken Matsudo-shi,千葉県 松戸市,464841
2005,12207,Chiba-ken Matsudo-shi,千葉県 松戸市,472579
2010,12207,Chiba-ken Matsudo-shi,千葉県 松戸市,484457
2015,12207,Chiba-ken Matsudo-shi,千葉県 松戸市,483480
2020,12207,Chiba-ken Matsudo-shi,千葉県 松戸市,498232
1980,12208,Chiba-ken Noda-shi,千葉県 野田市,93958
1985,12208,Chiba-ken Noda-shi,千葉県 野田市,105937
1990,12208,Chiba-ken Noda-shi,千葉県 野田市,114475
1995,12208,Chiba-ken Noda-shi,千葉県 野田市,119790
2000,12208,Chiba-ken Noda-shi,千葉県 野田市,119922
2005,12208,Chiba-ken Noda-shi,千葉県 野田市,151240
2010,12208,Chiba-ken Noda-shi,千葉県 野田市,155491
2015,12208,Chiba-ken Noda-shi,千葉県 野田市,153583
2020,12208,Chiba-ken Noda-shi,千葉県 野田市,152638
1980,12209,(former) Chiba-ken Sawara-shi,（旧）千葉県 佐原市,49200
1985,12209,(former) Chiba-ken Sawara-shi,（旧）千葉県 佐原市,49784
1990,12209,(former) Chiba-ken Sawara-shi,（旧）千葉県 佐原市,49546
1995,12209,(former) Chiba-ken Sawara-shi,（旧）千葉県 佐原市,49945
2000,12209,(former) Chiba-ken Sawara-shi,（旧）千葉県 佐原市,48328
2005,12209,(former) Chiba-ken Sawara-shi,（旧）千葉県 佐原市,45965
1980,12210,Chiba-ken Mobara-shi,千葉県 茂原市,71521
1985,12210,Chiba-ken Mobara-shi,千葉県 茂原市,76929
1990,12210,Chiba-ken Mobara-shi,千葉県 茂原市,83437
1995,12210,Chiba-ken Mobara-shi,千葉県 茂原市,91664
2000,12210,Chiba-ken Mobara-shi,千葉県 茂原市,93779
2005,12210,Chiba-ken Mobara-shi,千葉県 茂原市,93260
2010,12210,Chiba-ken Mobara-shi,千葉県 茂原市,93015
2015,12210,Chiba-ken Mobara-shi,千葉県 茂原市,89688
2020,12210,Chiba-ken Mobara-shi,千葉県 茂原市,86782
1980,12211,Chiba-ken Narita-shi,千葉県 成田市,68418
1985,12211,Chiba-ken Narita-shi,千葉県 成田市,77181
1990,12211,Chiba-ken Narita-shi,千葉県 成田市,86708
1995,12211,Chiba-ken Narita-shi,千葉県 成田市,91470
2000,12211,Chiba-ken Narita-shi,千葉県 成田市,95704
2005,12211,Chiba-ken Narita-shi,千葉県 成田市,100717
2010,12211,Chiba-ken Narita-shi,千葉県 成田市,128933
2015,12211,Chiba-ken Narita-shi,千葉県 成田市,131190
2020,12211,Chiba-ken Narita-shi,千葉県 成田市,132906
1980,12212,Chiba-ken Sakura-shi,千葉県 佐倉市,101180
1985,12212,Chiba-ken Sakura-shi,千葉県 佐倉市,121213
1990,12212,Chiba-ken Sakura-shi,千葉県 佐倉市,144688
1995,12212,Chiba-ken Sakura-shi,千葉県 佐倉市,162624
2000,12212,Chiba-ken Sakura-shi,千葉県 佐倉市,170934
2005,12212,Chiba-ken Sakura-shi,千葉県 佐倉市,171246
2010,12212,Chiba-ken Sakura-shi,千葉県 佐倉市,172183
2015,12212,Chiba-ken Sakura-shi,千葉県 佐倉市,172739
2020,12212,Chiba-ken Sakura-shi,千葉県 佐倉市,168743
1980,12213,Chiba-ken Togane-shi,千葉県 東金市,35603
1985,12213,Chiba-ken Togane-shi,千葉県 東金市,38513
1990,12213,Chiba-ken Togane-shi,千葉県 東金市,45179
1995,12213,Chiba-ken Togane-shi,千葉県 東金市,54520
2000,12213,Chiba-ken Togane-shi,千葉県 東金市,59605
2005,12213,Chiba-ken Togane-shi,千葉県 東金市,61701
2010,12213,Chiba-ken Togane-shi,千葉県 東金市,61751
2015,12213,Chiba-ken Togane-shi,千葉県 東金市,60652
2020,12213,Chiba-ken Togane-shi,千葉県 東金市,58219
1980,12214,(former) Chiba-ken Yokaichiba-shi,（旧）千葉県 八日市場市,31341
1985,12214,(former) Chiba-ken Yokaichiba-shi,（旧）千葉県 八日市場市,32209
1990,12214,(former) Chiba-ken Yokaichiba-shi,（旧）千葉県 八日市場市,32305
1995,12214,(former) Chiba-ken Yokaichiba-shi,（旧）千葉県 八日市場市,33255
2000,12214,(former) Chiba-ken Yokaichiba-shi,（旧）千葉県 八日市場市,32807
2005,12214,(former) Chiba-ken Yokaichiba-shi,（旧）千葉県 八日市場市,32067
1980,12215,Chiba-ken Asahi-shi,千葉県 旭市,35721
1985,12215,Chiba-ken Asahi-shi,千葉県 旭市,37522
1990,12215,Chiba-ken Asahi-shi,千葉県 旭市,38906
1995,12215,Chiba-ken Asahi-shi,千葉県 旭市,40486
2000,12215,Chiba-ken Asahi-shi,千葉県 旭市,40963
2005,12215,Chiba-ken Asahi-shi,千葉県 旭市,70643
2010,12215,Chiba-ken Asahi-shi,千葉県 旭市,69058
2015,12215,Chiba-ken Asahi-shi,千葉県 旭市,66586
2020,12215,Chiba-ken Asahi-shi,千葉県 旭市,63745
1980,12216,Chiba-ken Narashino-shi,千葉県 習志野市,125155
1985,12216,Chiba-ken Narashino-shi,千葉県 習志野市,136365
1990,12216,Chiba-ken Narashino-shi,千葉県 習志野市,151471
1995,12216,Chiba-ken Narashino-shi,千葉県 習志野市,152887
2000,12216,Chiba-ken Narashino-shi,千葉県 習志野市,154036
2005,12216,Chiba-ken Narashino-shi,千葉県 習志野市,158785
2010,12216,Chiba-ken Narashino-shi,千葉県 習志野市,164530
2015,12216,Chiba-ken Narashino-shi,千葉県 習志野市,167909
2020,12216,Chiba-ken Narashino-shi,千葉県 習志野市,176197
1980,12217,Chiba-ken Kashiwa-shi,千葉県 柏市,239198
1985,12217,Chiba-ken Kashiwa-shi,千葉県 柏市,273128
1990,12217,Chiba-ken Kashiwa-shi,千葉県 柏市,305058
1995,12217,Chiba-ken Kashiwa-shi,千葉県 柏市,317750
2000,12217,Chiba-ken Kashiwa-shi,千葉県 柏市,327851
2005,12217,Chiba-ken Kashiwa-shi,千葉県 柏市,380963
2010,12217,Chiba-ken Kashiwa-shi,千葉県 柏市,404012
2015,12217,Chiba-ken Kashiwa-shi,千葉県 柏市,413954
2020,12217,Chiba-ken Kashiwa-shi,千葉県 柏市,426468
1980,12218,Chiba-ken Katsuura-shi,千葉県 勝浦市,25462
1985,12218,Chiba-ken Katsuura-shi,千葉県 勝浦市,25159
1990,12218,Chiba-ken Katsuura-shi,千葉県 勝浦市,25334
1995,12218,Chiba-ken Katsuura-shi,千葉県 勝浦市,24328
2000,12218,Chiba-ken Katsuura-shi,千葉県 勝浦市,23235
2005,12218,Chiba-ken Katsuura-shi,千葉県 勝浦市,22198
2010,12218,Chiba-ken Katsuura-shi,千葉県 勝浦市,20788
2015,12218,Chiba-ken Katsuura-shi,千葉県 勝浦市,19248
2020,12218,Chiba-ken Katsuura-shi,千葉県 勝浦市,16927
1980,12219,Chiba-ken Ichihara-shi,千葉県 市原市,216394
1985,12219,Chiba-ken Ichihara-shi,千葉県 市原市,237617
1990,12219,Chiba-ken Ichihara-shi,千葉県 市原市,257716
1995,12219,Chiba-ken Ichihara-shi,千葉県 市原市,277061
2000,12219,Chiba-ken Ichihara-shi,千葉県 市原市,278218
2005,12219,Chiba-ken Ichihara-shi,千葉県 市原市,280255
2010,12219,Chiba-ken Ichihara-shi,千葉県 市原市,280416
2015,12219,Chiba-ken Ichihara-shi,千葉県 市原市,274656
2020,12219,Chiba-ken Ichihara-shi,千葉県 市原市,269524
1980,12220,Chiba-ken Nagareyama-shi,千葉県 流山市,106635
1985,12220,Chiba-ken Nagareyama-shi,千葉県 流山市,124682
1990,12220,Chiba-ken Nagareyama-shi,千葉県 流山市,140059
1995,12220,Chiba-ken Nagareyama-shi,千葉県 流山市,146245
2000,12220,Chiba-ken Nagareyama-shi,千葉県 流山市,150527
2005,12220,Chiba-ken Nagareyama-shi,千葉県 流山市,152641
2010,12220,Chiba-ken Nagareyama-shi,千葉県 流山市,163984
2015,12220,Chiba-ken Nagareyama-shi,千葉県 流山市,174373
2020,12220,Chiba-ken Nagareyama-shi,千葉県 流山市,199849
1980,12221,Chiba-ken Yachiyo-shi,千葉県 八千代市,134479
1985,12221,Chiba-ken Yachiyo-shi,千葉県 八千代市,142184
1990,12221,Chiba-ken Yachiyo-shi,千葉県 八千代市,148615
1995,12221,Chiba-ken Yachiyo-shi,千葉県 八千代市,154509
2000,12221,Chiba-ken Yachiyo-shi,千葉県 八千代市,168848
2005,12221,Chiba-ken Yachiyo-shi,千葉県 八千代市,180729
2010,12221,Chiba-ken Yachiyo-shi,千葉県 八千代市,189781
2015,12221,Chiba-ken Yachiyo-shi,千葉県 八千代市,193152
2020,12221,Chiba-ken Yachiyo-shi,千葉県 八千代市,199498
1980,12222,Chiba-ken Abiko-shi,千葉県 我孫子市,101061
1985,12222,Chiba-ken Abiko-shi,千葉県 我孫子市,111659
1990,12222,Chiba-ken Abiko-shi,千葉県 我孫子市,120628
1995,12222,Chiba-ken Abiko-shi,千葉県 我孫子市,124257
2000,12222,Chiba-ken Abiko-shi,千葉県 我孫子市,127733
2005,12222,Chiba-ken Abiko-shi,千葉県 我孫子市,131205
2010,12222,Chiba-ken Abiko-shi,千葉県 我孫子市,134017
2015,12222,Chiba-ken Abiko-shi,千葉県 我孫子市,131606
2020,12222,Chiba-ken Abiko-shi,千葉県 我孫子市,130510
1980,12223,Chiba-ken Kamogawa-shi,千葉県 鴨川市,31680
1985,12223,Chiba-ken Kamogawa-shi,千葉県 鴨川市,31802
1990,12223,Chiba-ken Kamogawa-shi,千葉県 鴨川市,31226
1995,12223,Chiba-ken Kamogawa-shi,千葉県 鴨川市,31111
2000,12223,Chiba-ken Kamogawa-shi,千葉県 鴨川市,29981
2005,12223,Chiba-ken Kamogawa-shi,千葉県 鴨川市,36475
2010,12223,Chiba-ken Kamogawa-shi,千葉県 鴨川市,35766
2015,12223,Chiba-ken Kamogawa-shi,千葉県 鴨川市,33932
2020,12223,Chiba-ken Kamogawa-shi,千葉県 鴨川市,32116
1980,12224,Chiba-ken Kamagaya-shi,千葉県 鎌ケ谷市,76157
1985,12224,Chiba-ken Kamagaya-shi,千葉県 鎌ケ谷市,85705
1990,12224,Chiba-ken Kamagaya-shi,千葉県 鎌ケ谷市,95052
1995,12224,Chiba-ken Kamagaya-shi,千葉県 鎌ケ谷市,99694
2000,12224,Chiba-ken Kamagaya-shi,千葉県 鎌ケ谷市,102573
2005,12224,Chiba-ken Kamagaya-shi,千葉県 鎌ケ谷市,102812
2010,12224,Chiba-ken Kamagaya-shi,千葉県 鎌ケ谷市,107853
2015,12224,Chiba-ken Kamagaya-shi,千葉県 鎌ケ谷市,108917
2020,12224,Chiba-ken Kamagaya-shi,千葉県 鎌ケ谷市,109932
1980,12225,Chiba-ken Kimitsu-shi,千葉県 君津市,77286
1985,12225,Chiba-ken Kimitsu-shi,千葉県 君津市,84310
1990,12225,Chiba-ken Kimitsu-shi,千葉県 君津市,89242
1995,12225,Chiba-ken Kimitsu-shi,千葉県 君津市,93216
2000,12225,Chiba-ken Kimitsu-shi,千葉県 君津市,92076
2005,12225,Chiba-ken Kimitsu-shi,千葉県 君津市,90977
2010,12225,Chiba-ken Kimitsu-shi,千葉県 君津市,89168
2015,12225,Chiba-ken Kimitsu-shi,千葉県 君津市,86033
2020,12225,Chiba-ken Kimitsu-shi,千葉県 君津市,82206
1980,12226,Chiba-ken Futtsu-shi,千葉県 富津市,56102
1985,12226,Chiba-ken Futtsu-shi,千葉県 富津市,56777
1990,12226,Chiba-ken Futtsu-shi,千葉県 富津市,54876
1995,12226,Chiba-ken Futtsu-shi,千葉県 富津市,54273
2000,12226,Chiba-ken Futtsu-shi,千葉県 富津市,52839
2005,12226,Chiba-ken Futtsu-shi,千葉県 富津市,50162
2010,12226,Chiba-ken Futtsu-shi,千葉県 富津市,48073
2015,12226,Chiba-ken Futtsu-shi,千葉県 富津市,45601
2020,12226,Chiba-ken Futtsu-shi,千葉県 富津市,42465
1985,12227,Chiba-ken Urayasu-shi,千葉県 浦安市,93756
1990,12227,Chiba-ken Urayasu-shi,千葉県 浦安市,115675
1995,12227,Chiba-ken Urayasu-shi,千葉県 浦安市,123654
2000,12227,Chiba-ken Urayasu-shi,千葉県 浦安市,132984
2005,12227,Chiba-ken Urayasu-shi,千葉県 浦安市,155290
2010,12227,Chiba-ken Urayasu-shi,千葉県 浦安市,164877
2015,12227,Chiba-ken Urayasu-shi,千葉県 浦安市,164024
2020,12227,Chiba-ken Urayasu-shi,千葉県 浦安市,171362
1985,12228,Chiba-ken Yotsukaido-shi,千葉県 四街道市,67008
1990,12228,Chiba-ken Yotsukaido-shi,千葉県 四街道市,72157
1995,12228,Chiba-ken Yotsukaido-shi,千葉県 四街道市,79495
2000,12228,Chiba-ken Yotsukaido-shi,千葉県 四街道市,82552
2005,12228,Chiba-ken Yotsukaido-shi,千葉県 四街道市,84770
2010,12228,Chiba-ken Yotsukaido-shi,千葉県 四街道市,86726
2015,12228,Chiba-ken Yotsukaido-shi,千葉県 四街道市,89245
2020,12228,Chiba-ken Yotsukaido-shi,千葉県 四街道市,93576
1995,12229,Chiba-ken Sodegaura-shi,千葉県 袖ケ浦市,57575
2000,12229,Chiba-ken Sodegaura-shi,千葉県 袖ケ浦市,58593
2005,12229,Chiba-ken Sodegaura-shi,千葉県 袖ケ浦市,59108
2010,12229,Chiba-ken Sodegaura-shi,千葉県 袖ケ浦市,60355
2015,12229,Chiba-ken Sodegaura-shi,千葉県 袖ケ浦市,60952
2020,12229,Chiba-ken Sodegaura-shi,千葉県 袖ケ浦市,63883
1995,12230,Chiba-ken Yachimata-shi,千葉県 八街市,65218
2000,12230,Chiba-ken Yachimata-shi,千葉県 八街市,72595
2005,12230,Chiba-ken Yachimata-shi,千葉県 八街市,75735
2010,12230,Chiba-ken Yachimata-shi,千葉県 八街市,73212
2015,12230,Chiba-ken Yachimata-shi,千葉県 八街市,70734
2020,12230,Chiba-ken Yachimata-shi,千葉県 八街市,67455
2000,12231,Chiba-ken Inzai-shi,千葉県 印西市,60468
2005,12231,Chiba-ken Inzai-shi,千葉県 印西市,60060
2010,12231,Chiba-ken Inzai-shi,千葉県 印西市,88176
2015,12231,Chiba-ken Inzai-shi,千葉県 印西市,92670
2020,12231,Chiba-ken Inzai-shi,千葉県 印西市,102609
2005,12232,Chiba-ken Shiroi-shi,千葉県 白井市,53005
2010,12232,Chiba-ken Shiroi-shi,千葉県 白井市,60345
2015,12232,Chiba-ken Shiroi-shi,千葉県 白井市,61674
2020,12232,Chiba-ken Shiroi-shi,千葉県 白井市,62441
2005,12233,Chiba-ken Tomisato-shi,千葉県 富里市,51370
2010,12233,Chiba-ken Tomisato-shi,千葉県 富里市,51087
2015,12233,Chiba-ken Tomisato-shi,千葉県 富里市,49636
2020,12233,Chiba-ken Tomisato-shi,千葉県 富里市,49735
2010,12234,Chiba-ken Minamiboso-shi,千葉県 南房総市,42104
2015,12234,Chiba-ken Minamiboso-shi,千葉県 南房総市,39033
2020,12234,Chiba-ken Minamiboso-shi,千葉県 南房総市,35831
2010,12235,Chiba-ken Sosa-shi,千葉県 匝瑳市,39814
2015,12235,Chiba-ken Sosa-shi,千葉県 匝瑳市,37261
2020,12235,Chiba-ken Sosa-shi,千葉県 匝瑳市,35040
2010,12236,Chiba-ken Katori-shi,千葉県 香取市,82866
2015,12236,Chiba-ken Katori-shi,千葉県 香取市,77499
2020,12236,Chiba-ken Katori-shi,千葉県 香取市,72356
2010,12237,Chiba-ken Sammu-shi,千葉県 山武市,56089
2015,12237,Chiba-ken Sammu-shi,千葉県 山武市,52222
2020,12237,Chiba-ken Sammu-shi,千葉県 山武市,48444
2010,12238,Chiba-ken Isumi-shi,千葉県 いすみ市,40962
2015,12238,Chiba-ken Isumi-shi,千葉県 いすみ市,38594
2020,12238,Chiba-ken Isumi-shi,千葉県 いすみ市,35544
2015,12239,Chiba-ken Oamishirasato-shi,千葉県 大網白里市,49184
2020,12239,Chiba-ken Oamishirasato-shi,千葉県 大網白里市,48129
1980,12301,(former) Chiba-ken Urayasu-machi,（旧）千葉県 浦安町,64673
1980,12303,(former) Chiba-ken Sekiyado-machi,（旧）千葉県 関宿町,18795
1985,12303,(former) Chiba-ken Sekiyado-machi,（旧）千葉県 関宿町,24936
1990,12303,(former) Chiba-ken Sekiyado-machi,（旧）千葉県 関宿町,30731
1995,12303,(former) Chiba-ken Sekiyado-machi,（旧）千葉県 関宿町,32455
2000,12303,(former) Chiba-ken Sekiyado-machi,（旧）千葉県 関宿町,31275
1980,12305,(former) Chiba-ken Shonan-machi,（旧）千葉県 沼南町,33706
1985,12305,(former) Chiba-ken Shonan-machi,（旧）千葉県 沼南町,38027
1990,12305,(former) Chiba-ken Shonan-machi,（旧）千葉県 沼南町,41944
1995,12305,(former) Chiba-ken Shonan-machi,（旧）千葉県 沼南町,45130
2000,12305,(former) Chiba-ken Shonan-machi,（旧）千葉県 沼南町,45927
1980,12321,(former) Chiba-ken Yotsukaido-machi,（旧）千葉県 四街道町,59236
1980,12322,Chiba-ken Shisui-machi,千葉県 酒々井町,12807
1985,12322,Chiba-ken Shisui-machi,千葉県 酒々井町,17463
1990,12322,Chiba-ken Shisui-machi,千葉県 酒々井町,19298
1995,12322,Chiba-ken Shisui-machi,千葉県 酒々井町,20019
2000,12322,Chiba-ken Shisui-machi,千葉県 酒々井町,19885
2005,12322,Chiba-ken Shisui-machi,千葉県 酒々井町,21385
2010,12322,Chiba-ken Shisui-machi,千葉県 酒々井町,21234
2015,12322,Chiba-ken Shisui-machi,千葉県 酒々井町,20955
2020,12322,Chiba-ken Shisui-machi,千葉県 酒々井町,20745
1980,12323,(former) Chiba-ken Yachimata-machi,（旧）千葉県 八街町,31939
1985,12323,(former) Chiba-ken Yachimata-machi,（旧）千葉県 八街町,37532
1990,12323,(former) Chiba-ken Yachimata-machi,（旧）千葉県 八街町,50036
1980,12324,(former) Chiba-ken Tomisato-machi,（旧）千葉県 富里町,23315
1985,12324,(former) Chiba-ken Tomisato-machi,（旧）千葉県 富里町,33291
