survey_year,muni_code,muni_name_en,muni_name_ja,population
1990,12324,(former) Chiba-ken Tomisato-machi,（旧）千葉県 富里町,42852
1995,12324,(former) Chiba-ken Tomisato-machi,（旧）千葉県 富里町,48666
2000,12324,(former) Chiba-ken Tomisato-machi,（旧）千葉県 富里町,50176
1980,12325,(former) Chiba-ken Inba-mura,（旧）千葉県 印旛村,7452
1985,12325,(former) Chiba-ken Inba-mura,（旧）千葉県 印旛村,7704
1990,12325,(former) Chiba-ken Inba-mura,（旧）千葉県 印旛村,8852
1995,12325,(former) Chiba-ken Inba-mura,（旧）千葉県 印旛村,10178
2000,12325,(former) Chiba-ken Inba-mura,（旧）千葉県 印旛村,11103
2005,12325,(former) Chiba-ken Inba-mura,（旧）千葉県 印旛村,12652
1980,12326,(former) Chiba-ken Shiroi-machi,（旧）千葉県 白井町,24974
1985,12326,(former) Chiba-ken Shiroi-machi,（旧）千葉県 白井町,32214
1990,12326,(former) Chiba-ken Shiroi-machi,（旧）千葉県 白井町,37082
1995,12326,(former) Chiba-ken Shiroi-machi,（旧）千葉県 白井町,47450
2000,12326,(former) Chiba-ken Shiroi-machi,（旧）千葉県 白井町,50431
1980,12327,(former) Chiba-ken Inzai-machi,（旧）千葉県 印西町,17896
1985,12327,(former) Chiba-ken Inzai-machi,（旧）千葉県 印西町,23373
1990,12327,(former) Chiba-ken Inzai-machi,（旧）千葉県 印西町,41718
1995,12327,(former) Chiba-ken Inzai-machi,（旧）千葉県 印西町,57667
1980,12328,(former) Chiba-ken Motono-mura,（旧）千葉県 本埜村,4622
1985,12328,(former) Chiba-ken Motono-mura,（旧）千葉県 本埜村,4668
1990,12328,(former) Chiba-ken Motono-mura,（旧）千葉県 本埜村,4561
1995,12328,(former) Chiba-ken Motono-mura,（旧）千葉県 本埜村,4433
2000,12328,(former) Chiba-ken Motono-mura,（旧）千葉県 本埜村,8209
2005,12328,(former) Chiba-ken Motono-mura,（旧）千葉県 本埜村,8390
1980,12329,Chiba-ken Sakae-machi,千葉県 栄町,9553
1985,12329,Chiba-ken Sakae-machi,千葉県 栄町,14208
1990,12329,Chiba-ken Sakae-machi,千葉県 栄町,22493
1995,12329,Chiba-ken Sakae-machi,千葉県 栄町,25615
2000,12329,Chiba-ken Sakae-machi,千葉県 栄町,25475
2005,12329,Chiba-ken Sakae-machi,千葉県 栄町,24377
2010,12329,Chiba-ken Sakae-machi,千葉県 栄町,22580
2015,12329,Chiba-ken Sakae-machi,千葉県 栄町,21228
2020,12329,Chiba-ken Sakae-machi,千葉県 栄町,20127
1980,12341,(former) Chiba-ken Shimofusa-machi,（旧）千葉県 下総町,6990
1985,12341,(former) Chiba-ken Shimofusa-machi,（旧）千葉県 下総町,7001
1990,12341,(former) Chiba-ken Shimofusa-machi,（旧）千葉県 下総町,7457
1995,12341,(former) Chiba-ken Shimofusa-machi,（旧）千葉県 下総町,8315
2000,12341,(former) Chiba-ken Shimofusa-machi,（旧）千葉県 下総町,8115
2005,12341,(former) Chiba-ken Shimofusa-machi,（旧）千葉県 下総町,7702
1980,12342,Chiba-ken Kozaki-machi,千葉県 神崎町,5645
1985,12342,Chiba-ken Kozaki-machi,千葉県 神崎町,5639
1990,12342,Chiba-ken Kozaki-machi,千葉県 神崎町,5620
1995,12342,Chiba-ken Kozaki-machi,千葉県 神崎町,6156
2000,12342,Chiba-ken Kozaki-machi,千葉県 神崎町,6747
2005,12342,Chiba-ken Kozaki-machi,千葉県 神崎町,6705
2010,12342,Chiba-ken Kozaki-machi,千葉県 神崎町,6454
2015,12342,Chiba-ken Kozaki-machi,千葉県 神崎町,6133
2020,12342,Chiba-ken Kozaki-machi,千葉県 神崎町,5816
1980,12343,(former) Chiba-ken Taiei-machi,（旧）千葉県 大栄町,10489
1985,12343,(former) Chiba-ken Taiei-machi,（旧）千葉県 大栄町,10867
1990,12343,(former) Chiba-ken Taiei-machi,（旧）千葉県 大栄町,11690
1995,12343,(former) Chiba-ken Taiei-machi,（旧）千葉県 大栄町,12877
2000,12343,(former) Chiba-ken Taiei-machi,（旧）千葉県 大栄町,13079
2005,12343,(former) Chiba-ken Taiei-machi,（旧）千葉県 大栄町,12720
1980,12344,(former) Chiba-ken Omigawa-machi,（旧）千葉県 小見川町,25608
1985,12344,(former) Chiba-ken Omigawa-machi,（旧）千葉県 小見川町,26405
1990,12344,(former) Chiba-ken Omigawa-machi,（旧）千葉県 小見川町,26328
1995,12344,(former) Chiba-ken Omigawa-machi,（旧）千葉県 小見川町,26488
2000,12344,(former) Chiba-ken Omigawa-machi,（旧）千葉県 小見川町,26047
2005,12344,(former) Chiba-ken Omigawa-machi,（旧）千葉県 小見川町,25399
1980,12345,(former) Chiba-ken Yamada-machi,（旧）千葉県 山田町,11920
1985,12345,(former) Chiba-ken Yamada-machi,（旧）千葉県 山田町,12127
1990,12345,(former) Chiba-ken Yamada-machi,（旧）千葉県 山田町,11926
1995,12345,(former) Chiba-ken Yamada-machi,（旧）千葉県 山田町,11647
2000,12345,(former) Chiba-ken Yamada-machi,（旧）千葉県 山田町,11249
2005,12345,(former) Chiba-ken Yamada-machi,（旧）千葉県 山田町,10778
1980,12346,(former) Chiba-ken Kurimoto-machi,（旧）千葉県 栗源町,5320
1985,12346,(former) Chiba-ken Kurimoto-machi,（旧）千葉県 栗源町,5257
1990,12346,(former) Chiba-ken Kurimoto-machi,（旧）千葉県 栗源町,5475
1995,12346,(former) Chiba-ken Kurimoto-machi,（旧）千葉県 栗源町,5464
2000,12346,(former) Chiba-ken Kurimoto-machi,（旧）千葉県 栗源町,5319
2005,12346,(former) Chiba-ken Kurimoto-machi,（旧）千葉県 栗源町,5190
1980,12347,Chiba-ken Tako-machi,千葉県 多古町,17133
1985,12347,Chiba-ken Tako-machi,千葉県 多古町,17429
1990,12347,Chiba-ken Tako-machi,千葉県 多古町,17683
1995,12347,Chiba-ken Tako-machi,千葉県 多古町,18201
2000,12347,Chiba-ken Tako-machi,千葉県 多古町,17603
2005,12347,Chiba-ken Tako-machi,千葉県 多古町,16950
2010,12347,Chiba-ken Tako-machi,千葉県 多古町,16002
2015,12347,Chiba-ken Tako-machi,千葉県 多古町,14724
2020,12347,Chiba-ken Tako-machi,千葉県 多古町,13735
1980,12348,(former) Chiba-ken Hikata-machi,（旧）千葉県 干潟町,8920
1985,12348,(former) Chiba-ken Hikata-machi,（旧）千葉県 干潟町,8920
1990,12348,(former) Chiba-ken Hikata-machi,（旧）千葉県 干潟町,8864
1995,12348,(former) Chiba-ken Hikata-machi,（旧）千葉県 干潟町,8729
2000,12348,(former) Chiba-ken Hikata-machi,（旧）千葉県 干潟町,8235
1980,12349,Chiba-ken Tonosho-machi,千葉県 東庄町,18205
1985,12349,Chiba-ken Tonosho-machi,千葉県 東庄町,18337
1990,12349,Chiba-ken Tonosho-machi,千葉県 東庄町,17988
1995,12349,Chiba-ken Tonosho-machi,千葉県 東庄町,17739
2000,12349,Chiba-ken Tonosho-machi,千葉県 東庄町,17076
2005,12349,Chiba-ken Tonosho-machi,千葉県 東庄町,16166
2010,12349,Chiba-ken Tonosho-machi,千葉県 東庄町,15154
2015,12349,Chiba-ken Tonosho-machi,千葉県 東庄町,14152
2020,12349,Chiba-ken Tonosho-machi,千葉県 東庄町,13228
1980,12361,(former) Chiba-ken Unakami-machi,（旧）千葉県 海上町,9542
1985,12361,(former) Chiba-ken Unakami-machi,（旧）千葉県 海上町,10107
1990,12361,(former) Chiba-ken Unakami-machi,（旧）千葉県 海上町,10718
1995,12361,(former) Chiba-ken Unakami-machi,（旧）千葉県 海上町,11038
2000,12361,(former) Chiba-ken Unakami-machi,（旧）千葉県 海上町,11062
1980,12362,(former) Chiba-ken Iioka-machi,（旧）千葉県 飯岡町,11222
1985,12362,(former) Chiba-ken Iioka-machi,（旧）千葉県 飯岡町,11425
1990,12362,(former) Chiba-ken Iioka-machi,（旧）千葉県 飯岡町,11312
1995,12362,(former) Chiba-ken Iioka-machi,（旧）千葉県 飯岡町,11129
2000,12362,(former) Chiba-ken Iioka-machi,（旧）千葉県 飯岡町,10916
1980,12381,(former) Chiba-ken Hikari-machi,（旧）千葉県 光町,11475
1985,12381,(former) Chiba-ken Hikari-machi,（旧）千葉県 光町,11646
1990,12381,(former) Chiba-ken Hikari-machi,（旧）千葉県 光町,11974
1995,12381,(former) Chiba-ken Hikari-machi,（旧）千葉県 光町,12132
2000,12381,(former) Chiba-ken Hikari-machi,（旧）千葉県 光町,12167
2005,12381,(former) Chiba-ken Hikari-machi,（旧）千葉県 光町,11852
1980,12382,(former) Chiba-ken Nosaka-machi,（旧）千葉県 野栄町,9819
1985,12382,(former) Chiba-ken Nosaka-machi,（旧）千葉県 野栄町,10017
1990,12382,(former) Chiba-ken Nosaka-machi,（旧）千葉県 野栄町,9956
1995,12382,(former) Chiba-ken Nosaka-machi,（旧）千葉県 野栄町,10102
2000,12382,(former) Chiba-ken Nosaka-machi,（旧）千葉県 野栄町,10107
2005,12382,(former) Chiba-ken Nosaka-machi,（旧）千葉県 野栄町,10019
1980,12402,(former) Chiba-ken Oamishirasato-machi,（旧）千葉県 大網白里町,25802
1985,12402,(former) Chiba-ken Oamishirasato-machi,（旧）千葉県 大網白里町,29460
1990,12402,(former) Chiba-ken Oamishirasato-machi,（旧）千葉県 大網白里町,33833
1995,12402,(former) Chiba-ken Oamishirasato-machi,（旧）千葉県 大網白里町,42363
2000,12402,(former) Chiba-ken Oamishirasato-machi,（旧）千葉県 大網白里町,47036
2005,12402,(former) Chiba-ken Oamishirasato-machi,（旧）千葉県 大網白里町,49548
2010,12402,(former) Chiba-ken Oamishirasato-machi,（旧）千葉県 大網白里町,50113
1980,12403,Chiba-ken Kujukuri-machi,千葉県 九十九里町,18037
1985,12403,Chiba-ken Kujukuri-machi,千葉県 九十九里町,18504
1990,12403,Chiba-ken Kujukuri-machi,千葉県 九十九里町,19300
1995,12403,Chiba-ken Kujukuri-machi,千葉県 九十九里町,20196
2000,12403,Chiba-ken Kujukuri-machi,千葉県 九十九里町,20266
2005,12403,Chiba-ken Kujukuri-machi,千葉県 九十九里町,19009
2010,12403,Chiba-ken Kujukuri-machi,千葉県 九十九里町,18004
2015,12403,Chiba-ken Kujukuri-machi,千葉県 九十九里町,16510
2020,12403,Chiba-ken Kujukuri-machi,千葉県 九十九里町,14639
1980,12404,(former) Chiba-ken Naruto-machi,（旧）千葉県 成東町,19643
1985,12404,(former) Chiba-ken Naruto-machi,（旧）千葉県 成東町,20856
1990,12404,(former) Chiba-ken Naruto-machi,（旧）千葉県 成東町,21496
1995,12404,(former) Chiba-ken Naruto-machi,（旧）千葉県 成東町,23542
2000,12404,(former) Chiba-ken Naruto-machi,（旧）千葉県 成東町,24494
2005,12404,(former) Chiba-ken Naruto-machi,（旧）千葉県 成東町,24132
1980,12405,(former) Chiba-ken Sambu-machi,（旧）千葉県 山武町,9145
1985,12405,(former) Chiba-ken Sambu-machi,（旧）千葉県 山武町,10104
1990,12405,(former) Chiba-ken Sambu-machi,（旧）千葉県 山武町,13606
1995,12405,(former) Chiba-ken Sambu-machi,（旧）千葉県 山武町,18797
2000,12405,(former) Chiba-ken Sambu-machi,（旧）千葉県 山武町,20033
2005,12405,(former) Chiba-ken Sambu-machi,（旧）千葉県 山武町,19351
1980,12406,(former) Chiba-ken Hasunuma-mura,（旧）千葉県 蓮沼村,4703
1985,12406,(former) Chiba-ken Hasunuma-mura,（旧）千葉県 蓮沼村,4649
1990,12406,(former) Chiba-ken Hasunuma-mura,（旧）千葉県 蓮沼村,4585
1995,12406,(former) Chiba-ken Hasunuma-mura,（旧）千葉県 蓮沼村,4648
2000,12406,(former) Chiba-ken Hasunuma-mura,（旧）千葉県 蓮沼村,4751
2005,12406,(former) Chiba-ken Hasunuma-mura,（旧）千葉県 蓮沼村,4645
1980,12407,(former) Chiba-ken Matsuo-machi,（旧）千葉県 松尾町,10463
1985,12407,(former) Chiba-ken Matsuo-machi,（旧）千葉県 松尾町,10690
1990,12407,(former) Chiba-ken Matsuo-machi,（旧）千葉県 松尾町,11005
1995,12407,(former) Chiba-ken Matsuo-machi,（旧）千葉県 松尾町,11418
2000,12407,(former) Chiba-ken Matsuo-machi,（旧）千葉県 松尾町,11336
2005,12407,(former) Chiba-ken Matsuo-machi,（旧）千葉県 松尾町,10896
1980,12408,(former) Chiba-ken Yokoshiba-machi,（旧）千葉県 横芝町,13912
1985,12408,(former) Chiba-ken Yokoshiba-machi,（旧）千葉県 横芝町,14277
1990,12408,(former) Chiba-ken Yokoshiba-machi,（旧）千葉県 横芝町,14456
1995,12408,(former) Chiba-ken Yokoshiba-machi,（旧）千葉県 横芝町,14682
2000,12408,(former) Chiba-ken Yokoshiba-machi,（旧）千葉県 横芝町,14554
2005,12408,(former) Chiba-ken Yokoshiba-machi,（旧）千葉県 横芝町,14129
1980,12409,Chiba-ken Shibayama-machi,千葉県 芝山町,7971
1985,12409,Chiba-ken Shibayama-machi,千葉県 芝山町,8331
1990,12409,Chiba-ken Shibayama-machi,千葉県 芝山町,8347
1995,12409,Chiba-ken Shibayama-machi,千葉県 芝山町,8517
2000,12409,Chiba-ken Shibayama-machi,千葉県 芝山町,8401
2005,12409,Chiba-ken Shibayama-machi,千葉県 芝山町,8389
2010,12409,Chiba-ken Shibayama-machi,千葉県 芝山町,7920
2015,12409,Chiba-ken Shibayama-machi,千葉県 芝山町,7431
2020,12409,Chiba-ken Shibayama-machi,千葉県 芝山町,7033
2010,12410,Chiba-ken Yokoshibahikari-machi,千葉県 横芝光町,24675
2015,12410,Chiba-ken Yokoshibahikari-machi,千葉県 横芝光町,23762
2020,12410,Chiba-ken Yokoshibahikari-machi,千葉県 横芝光町,22075
1980,12421,Chiba-ken Ichinomiya-machi,千葉県 一宮町,10486
1985,12421,Chiba-ken Ichinomiya-machi,千葉県 一宮町,10997
1990,12421,Chiba-ken Ichinomiya-machi,千葉県 一宮町,11135
1995,12421,Chiba-ken Ichinomiya-machi,千葉県 一宮町,11302
2000,12421,Chiba-ken Ichinomiya-machi,千葉県 一宮町,11648
2005,12421,Chiba-ken Ichinomiya-machi,千葉県 一宮町,11656
2010,12421,Chiba-ken Ichinomiya-machi,千葉県 一宮町,12034
2015,12421,Chiba-ken Ichinomiya-machi,千葉県 一宮町,11767
2020,12421,Chiba-ken Ichinomiya-machi,千葉県 一宮町,11897
1980,12422,Chiba-ken Mutsuzawa-machi,千葉県 睦沢町,7551
1985,12422,Chiba-ken Mutsuzawa-machi,千葉県 睦沢町,7804
1990,12422,Chiba-ken Mutsuzawa-machi,千葉県 睦沢町,7956
1995,12422,Chiba-ken Mutsuzawa-machi,千葉県 睦沢町,8250
2000,12422,Chiba-ken Mutsuzawa-machi,千葉県 睦沢町,8244
2005,12422,Chiba-ken Mutsuzawa-machi,千葉県 睦沢町,7838
2010,12422,Chiba-ken Mutsuzawa-machi,千葉県 睦沢町,7340
2015,12422,Chiba-ken Mutsuzawa-machi,千葉県 睦沢町,7222
2020,12422,Chiba-ken Mutsuzawa-machi,千葉県 睦沢町,6760
1980,12423,Chiba-ken Chosei-mura,千葉県 長生村,10132
1985,12423,Chiba-ken Chosei-mura,千葉県 長生村,10636
1990,12423,Chiba-ken Chosei-mura,千葉県 長生村,11155
1995,12423,Chiba-ken Chosei-mura,千葉県 長生村,13133
2000,12423,Chiba-ken Chosei-mura,千葉県 長生村,13892
2005,12423,Chiba-ken Chosei-mura,千葉県 長生村,14543
2010,12423,Chiba-ken Chosei-mura,千葉県 長生村,14752
2015,12423,Chiba-ken Chosei-mura,千葉県 長生村,14359
2020,12423,Chiba-ken Chosei-mura,千葉県 長生村,13803
1980,12424,Chiba-ken Shirako-machi,千葉県 白子町,11691
1985,12424,Chiba-ken Shirako-machi,千葉県 白子町,11975
1990,12424,Chiba-ken Shirako-machi,千葉県 白子町,12230
1995,12424,Chiba-ken Shirako-machi,千葉県 白子町,13238
2000,12424,Chiba-ken Shirako-machi,千葉県 白子町,13103
2005,12424,Chiba-ken Shirako-machi,千葉県 白子町,12850
2010,12424,Chiba-ken Shirako-machi,千葉県 白子町,12151
2015,12424,Chiba-ken Shirako-machi,千葉県 白子町,11149
2020,12424,Chiba-ken Shirako-machi,千葉県 白子町,10305
1980,12426,Chiba-ken Nagara-machi,千葉県 長柄町,7487
1985,12426,Chiba-ken Nagara-machi,千葉県 長柄町,7973
1990,12426,Chiba-ken Nagara-machi,千葉県 長柄町,8285
1995,12426,Chiba-ken Nagara-machi,千葉県 長柄町,8846
2000,12426,Chiba-ken Nagara-machi,千葉県 長柄町,8625
2005,12426,Chiba-ken Nagara-machi,千葉県 長柄町,8564
2010,12426,Chiba-ken Nagara-machi,千葉県 長柄町,8035
2015,12426,Chiba-ken Nagara-machi,千葉県 長柄町,7337
2020,12426,Chiba-ken Nagara-machi,千葉県 長柄町,6721
1980,12427,Chiba-ken Chonan-machi,千葉県 長南町,11509
1985,12427,Chiba-ken Chonan-machi,千葉県 長南町,11640
1990,12427,Chiba-ken Chonan-machi,千葉県 長南町,11482
1995,12427,Chiba-ken Chonan-machi,千葉県 長南町,11339
2000,12427,Chiba-ken Chonan-machi,千葉県 長南町,10628
2005,12427,Chiba-ken Chonan-machi,千葉県 長南町,9824
2010,12427,Chiba-ken Chonan-machi,千葉県 長南町,9073
2015,12427,Chiba-ken Chonan-machi,千葉県 長南町,8206
2020,12427,Chiba-ken Chonan-machi,千葉県 長南町,7198
1980,12441,Chiba-ken Otaki-machi,千葉県 大多喜町,13612
1985,12441,Chiba-ken Otaki-machi,千葉県 大多喜町,13391
1990,12441,Chiba-ken Otaki-machi,千葉県 大多喜町,13218
1995,12441,Chiba-ken Otaki-machi,千葉県 大多喜町,12678
2000,12441,Chiba-ken Otaki-machi,千葉県 大多喜町,12121
2005,12441,Chiba-ken Otaki-machi,千葉県 大多喜町,11514
2010,12441,Chiba-ken Otaki-machi,千葉県 大多喜町,10671
2015,12441,Chiba-ken Otaki-machi,千葉県 大多喜町,9843
2020,12441,Chiba-ken Otaki-machi,千葉県 大多喜町,8885
1980,12442,(former) Chiba-ken Isumi-machi,（旧）千葉県 夷隅町,8360
1985,12442,(former) Chiba-ken Isumi-machi,（旧）千葉県 夷隅町,8378
1990,12442,(former) Chiba-ken Isumi-machi,（旧）千葉県 夷隅町,8145
1995,12442,(former) Chiba-ken Isumi-machi,（旧）千葉県 夷隅町,8180
2000,12442,(former) Chiba-ken Isumi-machi,（旧）千葉県 夷隅町,7952
2005,12442,(former) Chiba-ken Isumi-machi,（旧）千葉県 夷隅町,7611
1980,12443,Chiba-ken Onjuku-machi,千葉県 御宿町,8486
1985,12443,Chiba-ken Onjuku-machi,千葉県 御宿町,8267
1990,12443,Chiba-ken Onjuku-machi,千葉県 御宿町,7939
1995,12443,Chiba-ken Onjuku-machi,千葉県 御宿町,8129
2000,12443,Chiba-ken Onjuku-machi,千葉県 御宿町,8019
2005,12443,Chiba-ken Onjuku-machi,千葉県 御宿町,7942
2010,12443,Chiba-ken Onjuku-machi,千葉県 御宿町,7738
2015,12443,Chiba-ken Onjuku-machi,千葉県 御宿町,7315
2020,12443,Chiba-ken Onjuku-machi,千葉県 御宿町,6874
1980,12444,(former) Chiba-ken Ohara-machi,（旧）千葉県 大原町,21360
1985,12444,(former) Chiba-ken Ohara-machi,（旧）千葉県 大原町,21414
1990,12444,(former) Chiba-ken Ohara-machi,（旧）千葉県 大原町,21271
1995,12444,(former) Chiba-ken Ohara-machi,（旧）千葉県 大原町,20885
2000,12444,(former) Chiba-ken Ohara-machi,（旧）千葉県 大原町,20531
2005,12444,(former) Chiba-ken Ohara-machi,（旧）千葉県 大原町,19917
1980,12445,(former) Chiba-ken Misaki-machi,（旧）千葉県 岬町,13096
1985,12445,(former) Chiba-ken Misaki-machi,（旧）千葉県 岬町,13661
1990,12445,(former) Chiba-ken Misaki-machi,（旧）千葉県 岬町,14015
1995,12445,(former) Chiba-ken Misaki-machi,（旧）千葉県 岬町,14482
2000,12445,(former) Chiba-ken Misaki-machi,（旧）千葉県 岬町,14352
2005,12445,(former) Chiba-ken Misaki-machi,（旧）千葉県 岬町,14777
1980,12461,(former) Chiba-ken Tomiura-machi,（旧）千葉県 富浦町,6981
1985,12461,(former) Chiba-ken Tomiura-machi,（旧）千葉県 富浦町,6666
1990,12461,(former) Chiba-ken Tomiura-machi,（旧）千葉県 富浦町,6298
1995,12461,(former) Chiba-ken Tomiura-machi,（旧）千葉県 富浦町,5886
2000,12461,(former) Chiba-ken Tomiura-machi,（旧）千葉県 富浦町,5689
2005,12461,(former) Chiba-ken Tomiura-machi,（旧）千葉県 富浦町,5451
1980,12462,(former) Chiba-ken Tomiyama-machi,（旧）千葉県 富山町,7275
1985,12462,(former) Chiba-ken Tomiyama-machi,（旧）千葉県 富山町,7111
1990,12462,(former) Chiba-ken Tomiyama-machi,（旧）千葉県 富山町,6835
1995,12462,(former) Chiba-ken Tomiyama-machi,（旧）千葉県 富山町,6477
2000,12462,(former) Chiba-ken Tomiyama-machi,（旧）千葉県 富山町,6070
2005,12462,(former) Chiba-ken Tomiyama-machi,（旧）千葉県 富山町,5751
1980,12463,Chiba-ken Kyonan-machi,千葉県 鋸南町,12843
1985,12463,Chiba-ken Kyonan-machi,千葉県 鋸南町,12442
1990,12463,Chiba-ken Kyonan-machi,千葉県 鋸南町,11696
1995,12463,Chiba-ken Kyonan-machi,千葉県 鋸南町,11071
2000,12463,Chiba-ken Kyonan-machi,千葉県 鋸南町,10521
2005,12463,Chiba-ken Kyonan-machi,千葉県 鋸南町,9778
2010,12463,Chiba-ken Kyonan-machi,千葉県 鋸南町,8950
2015,12463,Chiba-ken Kyonan-machi,千葉県 鋸南町,8022
2020,12463,Chiba-ken Kyonan-machi,千葉県 鋸南町,6993
1980,12464,(former) Chiba-ken Miyoshi-mura,（旧）千葉県 三芳村,4774
1985,12464,(former) Chiba-ken Miyoshi-mura,（旧）千葉県 三芳村,4756
1990,12464,(former) Chiba-ken Miyoshi-mura,（旧）千葉県 三芳村,4743
1995,12464,(former) Chiba-ken Miyoshi-mura,（旧）千葉県 三芳村,4752
2000,12464,(former) Chiba-ken Miyoshi-mura,（旧）千葉県 三芳村,4744
2005,12464,(former) Chiba-ken Miyoshi-mura,（旧）千葉県 三芳村,4656
1980,12465,(former) Chiba-ken Shirahama-machi,（旧）千葉県 白浜町,7503
1985,12465,(former) Chiba-ken Shirahama-machi,（旧）千葉県 白浜町,7158
1990,12465,(former) Chiba-ken Shirahama-machi,（旧）千葉県 白浜町,6634
